iter	Passed	Remaining
1169	48056	50521
1170	48090	50472
1171	48124	50423
1172	48156	50373
1173	48188	50323
1174	48224	50276
1175	48257	50227
1176	48292	50179
1177	48323	50128
1178	48354	50077
1179	48389	50029
1180	48418	49976
1181	48448	49924
1182	48481	49874
1183	48511	49823
1184	48546	49776
1185	48578	49725
1186	48610	49674
1187	48648	49630
1188	48685	49585
1189	48716	49535
1190	48749	49486
1191	48783	49437
1192	48816	49389
1193	48853	49344
1194	48892	49301
1195	48929	49256
1196	48967	49212
1197	49001	49164
1198	49036	49118
1199	49077	49077
1200	49111	49030
1201	49148	48984
1202	49191	48946
1203	49227	48900
1204	49265	48856
1205	49298	48807
1206	49332	48760
1207	49369	48715
1208	49406	48671
1209	49450	48632
1210	49485	48586
1211	49530	48549
1212	49562	48500
1213	49601	48457
1214	49646	48420
1215	49686	48379
1216	49724	48335
1217	49763	48292
1218	49798	48246
1219	49834	48200
1220	49866	48150
1221	49901	48104
1222	49936	48058
1223	49996	48036
1224	50157	48110
1225	50218	48088
1226	50301	48087
1227	50345	48049
1228	50402	48024
1229	50469	48007
1230	50525	47980
1231	50572	47944
1232	50622	47912
1233	50663	47872
1234	50715	47840
1235	50779	47821
1236	50836	47795
1237	50899	47774
1238	50955	47747
1239	51015	47723
1240	51060	47687
1241	51107	47650
1242	51165	47625
1243	51213	47591
1244	51264	47558
1245	51320	47531
1246	51370	47497
1247	51413	47458
1248	51450	47413
1249	51498	47378
1250	51547	47344
1251	51588	47302
1252	51635	47267
1253	51678	47227
1254	51713	47181
1255	51749	47135
1256	51803	47105
1257	51840	47060
1258	51880	47018
1259	51924	46978
1260	51962	46935
1261	52000	46891
1262	52042	46850
1263	52087	46812
1264	52125	46769
1265	52168	46729
1266	52213	46691
1267	52250	46646
1268	52294	46607
1269	52340	46570
1270	52375	46523
1271	52408	46475
1272	52453	46437
1273	52489	46391
1274	52521	46342
1275	52561	46300
1276	52611	46266
1277	52652	46225
1278	52694	46184
1279	52733	46142
1280	52773	46099
1281	52809	46053
1282	52849	46011
1283	52886	45966
1284	52925	45923
1285	52967	45882
1286	53007	45840
1287	53041	45793
1288	53079	45749
1289	53123	45711
1290	53167	45671
1291	53207	45629
1292	53260	45598
1293	53298	45554
1294	53338	45512
1295	53388	45479
1296	53424	45433
1297	53459	45386
1298	53512	45355
1299	53549	45310
1300	53591	45270
1301	53642	45237
1302	53717	45224
1303	53786	45207
1304	53832	45170
1305	53881	45134
1306	53935	45104
1307	53973	45060
1308	54011	45016
1309	54051	44973
1310	54083	44925
1311	54117	44878
1312	54154	44833
1313	54192	44789
1314	54227	44743
1315	54265	44699
1316	54302	44654
1317	54344	44613
1318	54378	44566
1319	54454	44554
1320	54514	44527
1321	54566	44495
1322	54638	44478
1323	54689	44445
1324	54733	44406
1325	54773	44364
1326	54833	44337
1327	54946	44354
1328	54996	44320
1329	55040	44280
1330	55090	44246
1331	55135	44207
1332	55178	44167
1333	55261	44159
1334	55339	44146
1335	55424	44140
1336	55479	44109
1337	55537	44081
1338	55588	44047
1339	55637	44011
1340	55683	43973
1341	55725	43932
1342	55776	43898
1343	55816	43855
1344	55859	43815
1345	55916	43786
1346	55961	43747
1347	56009	43710
1348	56060	43676
1349	56102	43634
1350	56152	43600
1351	56208	43570
1352	56256	43533
1353	56304	43496
1354	56341	43451
1355	56382	43409
1356	56428	43371
1357	56491	43346
1358	56609	43363
1359	56663	43330
1360	56752	43325
1361	56816	43300
1362	56865	43264
1363	56930	43240
1364	56989	43211
1365	57049	43184
1366	57102	43150
1367	57154	43116
1368	57204	43081
1369	57246	43039
1370	57301	43007
1371	57358	42977
1372	57406	42940
1373	57459	42906
1374	57518	42877
1375	57568	42841
1376	57627	42812
1377	57668	42770
1378	57720	42735
1379	57760	42692
1380	57806	42653
1381	57851	42614
1382	57903	42580
1383	57950	42541
1384	57998	42504
1385	58056	42474
1386	58122	42449
1387	58178	42418
1388	58235	42387
1389	58288	42353
1390	58396	42359
1391	58449	42325
1392	58495	42286
1393	58540	42246
1394	58583	42205
1395	58630	42166
1396	58681	42131
1397	58732	42095
1398	58783	42060
1399	58827	42019
1400	58876	41982
1401	58991	41992
1402	59035	41951
1403	59090	41919
1404	59137	41879
1405	59183	41840
1406	59234	41805
1407	59286	41770
1408	59333	41731
1409	59379	41691
1410	59422	41650
1411	59472	41613
1412	59516	41573
1413	59565	41535
1414	59613	41497
1415	59658	41457
1416	59725	41432
1417	59778	41398
1418	59834	41365
1419	59885	41329
1420	59935	41292
1421	60051	41301
1422	60121	41277
1423	60182	41248
1424	60230	41210
1425	60274	41168
1426	60315	41125
1427	60354	41081
1428	60389	41034
1429	60435	40994
1430	60488	40959
1431	60527	40914
1432	60565	40870
1433	60607	40827
1434	60713	40828
1435	60755	40785
1436	60820	40758
1437	60867	40719
1438	60911	40678
1439	60968	40645
1440	61022	40610
1441	61106	40596
1442	61163	40563
1443	61217	40528
1444	61261	40487
1445	61298	40442
1446	61349	40404
1447	61392	40363
1448	61431	40318
1449	61484	40283
1450	61536	40246
1451	61588	40210
1452	61640	40174
1453	61692	40138
1454	61745	40102
1455	61801	40068
1456	61860	40037
1457	61922	40007
1458	61975	39971
1459	62016	39928
1460	62056	39884
1461	62104	39845
1462	62142	39800
1463	62190	39761
1464	62231	39717
1465	62272	39674
1466	62320	39635
1467	62378	39602
1468	62423	39561
1469	62473	39524
1470	62517	39482
1471	62559	39439
1472	62610	39402
1473	62658	39363
1474	62694	39316
1475	62742	39277
1476	62785	39235
1477	62825	39191
1478	62877	39154
1479	62936	39122
1480	62991	39087
1481	63041	39050
1482	63149	39048
1483	63259	39047
1484	63304	39005
1485	63357	38969
1486	63399	38926
1487	63457	38893
1488	63500	38850
1489	63543	38808
1490	63583	38764
1491	63645	38733
1492	63705	38700
1493	63783	38679
1494	63855	38654
1495	63895	38610
1496	63943	38570
1497	63981	38525
1498	64031	38487
1499	64070	38442
1500	64107	38396
1501	64146	38351
1502	64200	38315
1503	64272	38290
1504	64329	38255
1505	64379	38217
1506	64422	38174
1507	64475	38138
1508	64522	38097
1509	64562	38053
1510	64600	38007
1511	64639	37963
1512	64710	37936
1513	64812	37928
1514	64892	37907
1515	64964	37881
1516	65023	37848
1517	65073	37809
1518	65121	37769
1519	65187	37739
1520	65235	37700
1521	65280	37658
1522	65365	37639
1523	65427	37607
1524	65478	37569
1525	65528	37530
1526	65584	37495
1527	65634	37456
1528	65686	37418
1529	65738	37380
1530	65788	37341
1531	65842	37304
1532	65890	37264
1533	65940	37225
1534	65986	37184
1535	66045	37150
1536	66107	37118
1537	66181	37092
1538	66240	37058
1539	66289	37018
1540	66330	36974
1541	66376	36932
1542	66435	36899
1543	66475	36854
1544	66523	36814
1545	66564	36769
1546	66605	36725
1547	66652	36684
1548	66689	36638
1549	66728	36592
1550	66771	36550
1551	66810	36504
1552	66847	36458
1553	66896	36418
1554	66941	36376
1555	66983	36332
1556	67016	36284
1557	67049	36236
1558	67086	36189
1559	67124	36143
1560	67161	36097
1561	67194	36049
1562	67229	36001
1563	67261	35953
1564	67293	35904
1565	67325	35855
1566	67356	35806
1567	67391	35758
1568	67428	35712
1569	67465	35666
1570	67502	35620
1571	67541	35575
1572	67577	35528
1573	67628	35489
1574	67669	35445
1575	67704	35398
1576	67738	35351
1577	67775	35305
1578	67810	35257
1579	67842	35209
1580	67879	35163
1581	67920	35119
1582	67954	35071
1583	67999	35030
1584	68036	34984
1585	68074	34938
1586	68111	34892
1587	68152	34848
1588	68194	34805
1589	68236	34761
